inst_id,year,hbcu_flag,med_sch_flag,hhe_flag,toi_code,hdg_code,toc_code,inst_name_long,inst_city,inst_state,inst_zip,question,row,data1,status1,data2,status2,data3,status3,othinfo1,othinfo2,othinfo3
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01,a,128,,,,,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01,b,35,,,,,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01,e4,43,,,,,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01,g,206,,,,,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01.1,a,,,,,,,Yes,,Do not know
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01.1,b,,,,,,,Do not know,,Do not know
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01.1,c,,,,,,,Do not know,,Do not know
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,01.1,d,,,,,,,Do not know,,Do not know
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,02,d,168,,128,,40,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,02,e,1,,0,,1,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,02,f,37,,0,,37,,,,
001089,2012,F,F,F,1,2,1,Arkansas Tech University,Russellville,AR,72801,02,k,206,,128,,78,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01,a,339,,,,,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01,c,56,,,,,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01,g,395,,,,,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01.1,a,,,,,,,No,No expenditures,No
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01.1,b,,,,,,,No,No expenditures,No
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01.1,c,,,,,,,No,No expenditures,No
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,01.1,d,,,,,,,No,No expenditures,No
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,02,a,238,,238,,0,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,02,b,98,,98,,0,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,02,d,56,,0,,56,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,02,f,3,,3,,0,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,02,k,395,,339,,56,,,,
001097,2012,F,F,F,1,1,2,Harding University,Searcy,AR,72149,03,,320,,320,,0,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,a,520,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,b,16,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,d,8,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,e4,54,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,f,41,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01,g,639,,,,,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01.1,a,,,,,,,No,Unavailable,No
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01.1,b,,,,,,,No,Unavailable,No
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01.1,c,,,,,,,No,Unavailable,No
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,01.1,d,,,,,,,No,Unavailable,No
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,02,b,323,,307,,16,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,02,d,158,,120,,38,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,02,f,117,,93,,24,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,02,h,41,,0,,41,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,02,k,639,,520,,119,,,,
001099,2012,F,F,F,1,2,2,Hendrix College,Conway,AR,72032,03,,305,,305,,0,,,,
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01,a,257,,,,,,,,
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01,g,257,,,,,,,,
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01.1,a,,,,,,,No,No expenditures,No
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01.1,b,,,,,,,No,No expenditures,No
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01.1,c,,,,,,,No,No expenditures,No
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,01.1,d,,,,,,,No,No expenditures,No
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,02,d,257,,257,,0,,,,
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,02,k,257,,257,,0,,,,
001102,2012,F,F,F,1,3,2,Ouachita Baptist University,Arkadelphia,AR,71998-0001,03,,257,,257,,0,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01,a,594,,,,,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01,g,594,,,,,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01.1,a,,,,,,,Do not know,,Do not know
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01.1,b,,,,,,,No,Unavailable,No
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01.1,c,,,,,,,No,Unavailable,No
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,01.1,d,,,,,,,No,Unavailable,No
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,02,a,29,,29,,0,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,02,d,105,,105,,0,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,02,i,460,,460,,0,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,02,k,594,,594,,0,,,,
001103,2012,T,F,F,1,3,2,Philander Smith College,Little Rock,AR,72202,03,,175,,175,,0,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01,a,971,,,,,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01,b,130,,,,,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01,d,20,,,,,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01,e4,118,,,,,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01,g,1239,,,,,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01.1,a,,,,,,,Yes,,Yes
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01.1,b,,,,,,,Yes,,Yes
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01.1,c,,,,,,,No,No expenditures,No
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,01.1,d,,,,,,,Yes,,Yes
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,b,7,,4,,3,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,c,643,,551,,92,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,d,387,,331,,56,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,f,93,,62,,31,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,h,99,,23,,76,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,j,10,,0,,10,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,02,k,1239,,971,,268,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,03,,372,,301,,71,,,,
001156,2012,F,F,F,1,2,1,Sonoma State University,Rohnert Park,CA,94928,04,,221,,191,,30,,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01,a,60,,,,,,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01,d,122,,,,,,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01,e4,190,,,,,,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01,g,372,,,,,,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01.1,a,,,,,,,Do not know,,Do not know
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01.1,b,,,,,,,No,Unavailable,No
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01.1,c,,,,,,,Yes,,Yes
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,01.1,d,,,,,,,No,No expenditures,No
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,c,25,i,0,,25,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,d,140,i,0,,140,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,e,38,i,38,,0,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,g,69,i,22,,47,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,h,93,i,0,,93,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,j,7,i,0,,7,i,,,
001172,2012,F,F,F,1,3,2,Pitzer College,Claremont,CA,91711,02,k,372,,60,,312,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01,a,521,,,,,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01,e4,46,,,,,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01,g,567,,,,,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01.1,a,,,,,,,Yes,,No
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01.1,b,,,,,,,No,No expenditures,No
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01.1,c,,,,,,,No,No expenditures,No
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,01.1,d,,,,,,,Yes,,No
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,02,d,567,,521,,46,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,02,k,567,,521,,46,,,,
001196,2012,F,F,F,1,2,2,Dominican University of California,San Rafael,CA,94901-2298,03,,80,,80,,0,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01,d,1732,,,,,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01,e4,386,,,,,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01,g,2118,,,,,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01.1,a,,,,,,,Yes,,Yes
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01.1,b,,,,,,,Yes,,Yes
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01.1,c,,,,,,,Yes,,Yes
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,01.1,d,,,,,,,No,No expenditures,No
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,02,g,2032,,0,,2032,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,02,h,46,,0,,46,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,02,j,40,,0,,40,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,02,k,2118,,0,,2118,,,,
001200,2012,F,F,F,1,1,2,Fuller Theological Seminary,Pasadena,CA,91182,04,,173,,0,,173,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01,a,645,,,,,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01,g,645,,,,,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01.1,a,,,,,,,No,No expenditures,Do not know
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01.1,b,,,,,,,No,No expenditures,Do not know
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01.1,c,,,,,,,No,No expenditures,Do not know
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,01.1,d,,,,,,,No,No expenditures,Do not know
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,02,d,645,,645,,0,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,02,k,645,,645,,0,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,03,,32,,32,,0,,,,
001243,2012,F,F,T,1,6,2,Mount St. Mary's College,Los Angeles,CA,90049,04,,71,,71,,0,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,a,220,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,b,37,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,c,10,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,d,7,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,e4,10,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01,g,284,,,,,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01.1,a,,,,,,,No,No expenditures,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01.1,b,,,,,,,No,No expenditures,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01.1,c,,,,,,,No,No expenditures,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,01.1,d,,,,,,,No,No expenditures,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,02,b,47,,37,,10,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,02,d,237,,183,,54,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,02,k,284,,220,,64,,,,
001262,2012,F,F,F,1,2,2,Point Loma Nazarene University,San Diego,CA,92106-2899,03,,37,,0,,37,,,,
001293,2012,F,F,T,1,2,2,Vanguard University,Costa Mesa,CA,92626-9601,01,a,347,i,,,,,,,
001293,2012,F,F,T,1,2,2,Vanguard University,Costa Mesa,CA,92626-9601,01,e4,46,i,,,,,,,
001293,2012,F,F,T,1,2,2,Vanguard University,Costa Mesa,CA,92626-9601,01,g,393,i,,,,,,,
001293,2012,F,F,T,1,2,2,Vanguard University,Costa Mesa,CA,92626-9601,02,j,393,i,347,i,46,i,,,
001293,2012,F,F,T,1,2,2,Vanguard University,Costa Mesa,CA,92626-9601,02,k,393,i,347,i,46,i,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,a,56,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,c,14,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,d,330,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,e4,50,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,f,31,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01,g,481,,,,,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01.1,a,,,,,,,Yes,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01.1,b,,,,,,,Yes,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01.1,c,,,,,,,No,No expenditures,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,01.1,d,,,,,,,No,No expenditures,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,02,d,330,,0,,330,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,02,f,136,,56,,80,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,02,g,15,,0,,15,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,02,k,481,,56,,425,,,,
001341,2012,F,F,F,1,3,2,Westmont College,Santa Barbara,CA,93108,04,,263,,0,,263,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01,a,508,,,,,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01,b,29,,,,,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01,d,42,,,,,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01,e4,12,,,,,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01,g,591,,,,,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01.1,a,,,,,,,Do not know,,Do not know
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01.1,b,,,,,,,Do not know,,Do not know
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01.1,c,,,,,,,Do not know,,Do not know
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,01.1,d,,,,,,,Do not know,,Do not know
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,c,33,,33,,0,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,d,219,,218,,1,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,f,307,,257,,50,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,h,31,,0,,31,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,i,1,,0,,1,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,02,k,591,,508,,83,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,03,,14,,14,,0,,,,
001353,2012,F,F,F,1,3,1,Fort Lewis College,Durango,CO,81301,04,,62,,62,,0,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,a,448,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,b,21,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,c,28,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,d,281,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,e4,70,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01,g,848,,,,,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01.1,a,,,,,,,No,Other,No
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01.1,b,,,,,,,No,No expenditures,No
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01.1,c,,,,,,,No,Unavailable,No
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,01.1,d,,,,,,,No,No expenditures,No
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,c,67,,52,,15,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,d,279,,53,,226,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,e,1,,0,,1,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,f,10,,9,,1,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,h,115,,48,,67,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,i,8,,0,,8,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,j,368,,286,,82,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,02,k,848,,448,,400,,,,
001358,2012,F,F,F,1,2,1,Colorado Mesa University,Grand Junction,CO,81501,03,,13,,9,,4,,,,
001363,2012,F,F,F,1,2,2,Regis University,Denver,CO,80221-1099,01,a,1243,,,,,,,,
001363,2012,F,F,F,1,2,2,Regis University,Denver,CO,80221-1099,01,b,208,,,,,,,,
001363,2012,F,F,F,1,2,2,Regis University,Denver,CO,80221-1099,01,c,116,,,,,,,,
